school,year,conference
South Carolina State,2022,MEAC
South Carolina State,2023,MEAC
South Carolina State,2024,MEAC
South Dakota,2010,Summit
South Dakota,2011,Summit
South Dakota,2012,Summit
South Dakota,2013,Summit
South Dakota,2014,Summit
South Dakota,2015,Summit
South Dakota,2016,Summit
South Dakota,2017,Summit
South Dakota,2018,Summit
South Dakota,2019,Summit
South Dakota,2020,Summit
South Dakota,2021,Summit
South Dakota,2022,Summit
South Dakota,2023,Summit
South Dakota,2024,Summit
South Dakota State,2010,Summit
South Dakota State,2011,Summit
South Dakota State,2012,Summit
South Dakota State,2013,Summit
South Dakota State,2014,Summit
South Dakota State,2015,Summit
South Dakota State,2016,Summit
South Dakota State,2017,Summit
South Dakota State,2018,Summit
South Dakota State,2019,Summit
South Dakota State,2020,Summit
South Dakota State,2021,Summit
South Dakota State,2022,Summit
South Dakota State,2023,Summit
South Dakota State,2024,Summit
South Florida,2010,Big East
South Florida,2011,Big East
South Florida,2012,Big East
South Florida,2013,AAC
South Florida,2014,AAC
South Florida,2015,AAC
South Florida,2016,AAC
South Florida,2017,AAC
South Florida,2018,AAC
South Florida,2019,AAC
South Florida,2020,AAC
South Florida,2021,AAC
South Florida,2022,AAC
South Florida,2023,AAC
South Florida,2024,AAC
Southeast Missouri,2010,Ohio Valley
Southeast Missouri,2011,Ohio Valley
Southeast Missouri,2012,Ohio Valley
Southeast Missouri,2013,Ohio Valley
Southeast Missouri,2014,Ohio Valley
Southeast Missouri,2015,Ohio Valley
Southeast Missouri,2016,Ohio Valley
Southeast Missouri,2017,Ohio Valley
Southeast Missouri,2018,Ohio Valley
Southeast Missouri,2019,Ohio Valley
Southeast Missouri,2020,Ohio Valley
Southeast Missouri,2021,Ohio Valley
Southeast Missouri,2022,Ohio Valley
Southeast Missouri,2023,Ohio Valley
Southeast Missouri,2024,Ohio Valley
Southern,2010,SWAC
Southern,2011,SWAC
Southern,2012,SWAC
Southern,2013,SWAC
Southern,2014,SWAC
Southern,2015,SWAC
Southern,2016,SWAC
Southern,2017,SWAC
Southern,2018,SWAC
Southern,2019,SWAC
Southern,2020,SWAC
Southern,2021,SWAC
Southern,2022,SWAC
Southern,2023,SWAC
Southern,2024,SWAC
Southern Illinois,2010,Missouri Valley
Southern Illinois,2011,Missouri Valley
Southern Illinois,2012,Missouri Valley
Southern Illinois,2013,Missouri Valley
Southern Illinois,2014,Missouri Valley
Southern Illinois,2015,Missouri Valley
Southern Illinois,2016,Missouri Valley
Southern Illinois,2017,Missouri Valley
Southern Illinois,2018,Missouri Valley
Southern Illinois,2019,Missouri Valley
Southern Illinois,2020,Missouri Valley
Southern Illinois,2021,Missouri Valley
Southern Illinois,2022,Missouri Valley
Southern Illinois,2023,Missouri Valley
Southern Illinois,2024,Missouri Valley
Southern Miss,2010,CUSA
Southern Miss,2011,CUSA
Southern Miss,2012,CUSA
Southern Miss,2013,CUSA
Southern Miss,2014,CUSA
Southern Miss,2015,CUSA
Southern Miss,2016,CUSA
Southern Miss,2017,CUSA
Southern Miss,2018,CUSA
Southern Miss,2019,CUSA
Southern Miss,2020,CUSA
Southern Miss,2021,CUSA
Southern Miss,2022,CUSA
Southern Miss,2023,CUSA
Southern Miss,2024,CUSA
Southern Utah,2010,WAC
Southern Utah,2011,WAC
Southern Utah,2012,WAC
Southern Utah,2013,WAC
Southern Utah,2014,WAC
Southern Utah,2015,WAC
Southern Utah,2016,WAC
Southern Utah,2017,WAC
Southern Utah,2018,WAC
Southern Utah,2019,WAC
Southern Utah,2020,WAC
Southern Utah,2021,WAC
Southern Utah,2022,WAC
Southern Utah,2023,WAC
Southern Utah,2024,WAC
St. Francis (NY),2010,NEC
St. Francis (NY),2011,NEC
St. Francis (NY),2012,NEC
St. Francis (NY),2013,NEC
St. Francis (NY),2014,NEC
St. Francis (NY),2015,NEC
St. Francis (NY),2016,NEC
St. Francis (NY),2017,NEC
St. Francis (NY),2018,NEC
St. Francis (NY),2019,NEC
St. Francis (NY),2020,NEC
St. Francis (NY),2021,NEC
St. Francis (NY),2022,NEC
St. Francis (NY),2023,NEC
St. Francis (NY),2024,NEC
St. Francis (PA),2010,NEC
St. Francis (PA),2011,NEC
St. Francis (PA),2012,NEC
St. Francis (PA),2013,NEC
St. Francis (PA),2014,NEC
St. Francis (PA),2015,NEC
St. Francis (PA),2016,NEC
St. Francis (PA),2017,NEC
St. Francis (PA),2018,NEC
St. Francis (PA),2019,NEC
St. Francis (PA),2020,NEC
St. Francis (PA),2021,NEC
St. Francis (PA),2022,NEC
St. Francis (PA),2023,NEC
St. Francis (PA),2024,NEC
St. John's,2010,Big East
St. John's,2011,Big East
St. John's,2012,Big East
St. John's,2013,Big East
St. John's,2014,Big East
St. John's,2015,Big East
St. John's,2016,Big East
St. John's,2017,Big East
St. John's,2018,Big East
St. John's,2019,Big East
St. John's,2020,Big East
St. John's,2021,Big East
St. John's,2022,Big East
St. John's,2023,Big East
St. John's,2024,Big East
Stanford,2010,Pac-12
Stanford,2011,Pac-12
Stanford,2012,Pac-12
Stanford,2013,Pac-12
Stanford,2014,Pac-12
Stanford,2015,Pac-12
Stanford,2016,Pac-12
Stanford,2017,Pac-12
Stanford,2018,Pac-12
Stanford,2019,Pac-12
Stanford,2020,Pac-12
Stanford,2021,Pac-12
Stanford,2022,Pac-12
Stanford,2023,Pac-12
Stanford,2024,ACC
Stephen F. Austin,2010,Southland
Stephen F. Austin,2011,Southland
Stephen F. Austin,2012,Southland
Stephen F. Austin,2013,Southland
Stephen F. Austin,2014,Southland
Stephen F. Austin,2015,Southland
Stephen F. Austin,2016,Southland
Stephen F. Austin,2017,Southland
Stephen F. Austin,2018,Southland
Stephen F. Austin,2019,Southland
Stephen F. Austin,2020,Southland
Stephen F. Austin,2021,Southland
Stephen F. Austin,2022,Southland
Stephen F. Austin,2023,Southland
Stephen F. Austin,2024,Southland
Stetson,2010,ASUN
Stetson,2011,ASUN
Stetson,2012,ASUN
Stetson,2013,ASUN
Stetson,2014,ASUN
Stetson,2015,ASUN
Stetson,2016,ASUN
Stetson,2017,ASUN
Stetson,2018,ASUN
Stetson,2019,ASUN
Stetson,2020,ASUN
Stetson,2021,ASUN
Stetson,2022,ASUN
Stetson,2023,ASUN
Stetson,2024,ASUN
Stony Brook,2010,CAA
Stony Brook,2011,CAA
Stony Brook,2012,CAA
Stony Brook,2013,CAA
Stony Brook,2014,CAA
Stony Brook,2015,CAA
Stony Brook,2016,CAA
Stony Brook,2017,CAA
Stony Brook,2018,CAA
Stony Brook,2019,CAA
Stony Brook,2020,CAA
Stony Brook,2021,CAA
Stony Brook,2022,CAA
Stony Brook,2023,CAA
Stony Brook,2024,CAA
Syracuse,2010,ACC
Syracuse,2011,ACC
Syracuse,2012,ACC
Syracuse,2013,ACC
Syracuse,2014,ACC
Syracuse,2015,ACC
Syracuse,2016,ACC
Syracuse,2017,ACC
Syracuse,2018,ACC
Syracuse,2019,ACC
Syracuse,2020,ACC
Syracuse,2021,ACC
Syracuse,2022,ACC
Syracuse,2023,ACC
Syracuse,2024,ACC
TCU,2010,Big 12
TCU,2011,Big 12
TCU,2012,Big 12
TCU,2013,Big 12
TCU,2014,Big 12
TCU,2015,Big 12
TCU,2016,Big 12
TCU,2017,Big 12
TCU,2018,Big 12
TCU,2019,Big 12
TCU,2020,Big 12
TCU,2021,Big 12
TCU,2022,Big 12
TCU,2023,Big 12
TCU,2024,Big 12
Tarleton,2010,WAC
Tarleton,2011,WAC
Tarleton,2012,WAC
Tarleton,2013,WAC
Tarleton,2014,WAC
Tarleton,2015,WAC
Tarleton,2016,WAC
Tarleton,2017,WAC
Tarleton,2018,WAC
Tarleton,2019,WAC
Tarleton,2020,WAC
Tarleton,2021,WAC
Tarleton,2022,WAC
Tarleton,2023,WAC
Tarleton,2024,WAC
Temple,2010,Atlantic 10
Temple,2011,Atlantic 10
Temple,2012,Atlantic 10
Temple,2013,AAC
Temple,2014,AAC
Temple,2015,AAC
Temple,2016,AAC
Temple,2017,AAC
Temple,2018,AAC
Temple,2019,AAC
Temple,2020,AAC
Temple,2021,AAC
Temple,2022,AAC
Temple,2023,AAC
Temple,2024,AAC
Tennessee,2010,SEC
Tennessee,2011,SEC
Tennessee,2012,SEC
Tennessee,2013,SEC
Tennessee,2014,SEC
Tennessee,2015,SEC
Tennessee,2016,SEC
Tennessee,2017,SEC
Tennessee,2018,SEC
Tennessee,2019,SEC
Tennessee,2020,SEC
Tennessee,2021,SEC
Tennessee,2022,SEC
Tennessee,2023,SEC
Tennessee,2024,SEC
Tennessee State,2010,Ohio Valley
Tennessee State,2011,Ohio Valley
Tennessee State,2012,Ohio Valley
Tennessee State,2013,Ohio Valley
Tennessee State,2014,Ohio Valley
Tennessee State,2015,Ohio Valley
Tennessee State,2016,Ohio Valley
Tennessee State,2017,Ohio Valley
Tennessee State,2018,Ohio Valley
Tennessee State,2019,Ohio Valley
Tennessee State,2020,Ohio Valley
Tennessee State,2021,Ohio Valley
Tennessee State,2022,Ohio Valley
Tennessee State,2023,Ohio Valley
Tennessee State,2024,Ohio Valley
Tennessee Tech,2010,Ohio Valley
Tennessee Tech,2011,Ohio Valley
Tennessee Tech,2012,Ohio Valley
Tennessee Tech,2013,Ohio Valley
Tennessee Tech,2014,Ohio Valley
Tennessee Tech,2015,Ohio Valley
Tennessee Tech,2016,Ohio Valley
Tennessee Tech,2017,Ohio Valley
Tennessee Tech,2018,Ohio Valley
Tennessee Tech,2019,Ohio Valley
Tennessee Tech,2020,Ohio Valley
Tennessee Tech,2021,Ohio Valley
Tennessee Tech,2022,Ohio Valley
Tennessee Tech,2023,Ohio Valley
Tennessee Tech,2024,Ohio Valley
Texas,2010,Big 12
Texas,2011,Big 12
Texas,2012,Big 12
Texas,2013,Big 12
Texas,2014,Big 12
Texas,2015,Big 12
Texas,2016,Big 12
Texas,2017,Big 12
Texas,2018,Big 12
Texas,2019,Big 12
Texas,2020,Big 12
Texas,2021,Big 12
Texas,2022,Big 12
Texas,2023,Big 12
Texas,2024,SEC
Texas A&M,2010,Big 12
Texas A&M,2011,Big 12
Texas A&M,2012,SEC
Texas A&M,2013,SEC
Texas A&M,2014,SEC
Texas A&M,2015,SEC
Texas A&M,2016,SEC
Texas A&M,2017,SEC
Texas A&M,2018,SEC
Texas A&M,2019,SEC
Texas A&M,2020,SEC
Texas A&M,2021,SEC
Texas A&M,2022,SEC
Texas A&M,2023,SEC
Texas A&M,2024,SEC
Texas Southern,2010,SWAC
Texas Southern,2011,SWAC
Texas Southern,2012,SWAC
Texas Southern,2013,SWAC
Texas Southern,2014,SWAC
Texas Southern,2015,SWAC
Texas Southern,2016,SWAC
Texas Southern,2017,SWAC
Texas Southern,2018,SWAC
Texas Southern,2019,SWAC
Texas Southern,2020,SWAC
Texas Southern,2021,SWAC
Texas Southern,2022,SWAC
Texas Southern,2023,SWAC
Texas Southern,2024,SWAC
Texas State,2010,Sun Belt
Texas State,2011,Sun Belt
Texas State,2012,Sun Belt
Texas State,2013,Sun Belt
Texas State,2014,Sun Belt
Texas State,2015,Sun Belt
Texas State,2016,Sun Belt
Texas State,2017,Sun Belt
Texas State,2018,Sun Belt
Texas State,2019,Sun Belt
Texas State,2020,Sun Belt
Texas State,2021,Sun Belt
Texas State,2022,Sun Belt
Texas State,2023,Sun Belt
Texas State,2024,Sun Belt
Texas Tech,2010,Big 12
Texas Tech,2011,Big 12
Texas Tech,2012,Big 12
Texas Tech,2013,Big 12
Texas Tech,2014,Big 12
Texas Tech,2015,Big 12
Texas Tech,2016,Big 12
Texas Tech,2017,Big 12
Texas Tech,2018,Big 12
Texas Tech,2019,Big 12
Texas Tech,2020,Big 12
Texas Tech,2021,Big 12
Texas Tech,2022,Big 12
Texas Tech,2023,Big 12
Texas Tech,2024,Big 12
Texas-Arlington,2010,WAC
Texas-Arlington,2011,WAC
Texas-Arlington,2012,WAC
Texas-Arlington,2013,WAC
Texas-Arlington,2014,WAC
Texas-Arlington,2015,WAC
Texas-Arlington,2016,WAC
Texas-Arlington,2017,WAC
Texas-Arlington,2018,WAC
Texas-Arlington,2019,WAC
Texas-Arlington,2020,WAC
Texas-Arlington,2021,WAC
Texas-Arlington,2022,WAC
Texas-Arlington,2023,WAC
Texas-Arlington,2024,WAC
Toledo,2010,MAC
Toledo,2011,MAC
Toledo,2012,MAC
Toledo,2013,MAC
Toledo,2014,MAC
Toledo,2015,MAC
Toledo,2016,MAC
Toledo,2017,MAC
Toledo,2018,MAC
Toledo,2019,MAC
Toledo,2020,MAC
Toledo,2021,MAC
Toledo,2022,MAC
Toledo,2023,MAC
Toledo,2024,MAC
Towson,2010,CAA
Towson,2011,CAA
Towson,2012,CAA
Towson,2013,CAA
Towson,2014,CAA
Towson,2015,CAA
Towson,2016,CAA
Towson,2017,CAA
Towson,2018,CAA
Towson,2019,CAA
Towson,2020,CAA
Towson,2021,CAA
Towson,2022,CAA
Towson,2023,CAA
Towson,2024,CAA
Troy,2010,Sun Belt
Troy,2011,Sun Belt
Troy,2012,Sun Belt
Troy,2013,Sun Belt
Troy,2014,Sun Belt
Troy,2015,Sun Belt
Troy,2016,Sun Belt
Troy,2017,Sun Belt
Troy,2018,Sun Belt
Troy,2019,Sun Belt
Troy,2020,Sun Belt
Troy,2021,Sun Belt
Troy,2022,Sun Belt
Troy,2023,Sun Belt
Troy,2024,Sun Belt
Tulsa,2010,CUSA
Tulsa,2011,CUSA
Tulsa,2012,CUSA
Tulsa,2013,AAC
Tulsa,2014,AAC
Tulsa,2015,AAC
Tulsa,2016,AAC
Tulsa,2017,AAC
Tulsa,2018,AAC
Tulsa,2019,AAC
Tulsa,2020,AAC
Tulsa,2021,AAC
Tulsa,2022,AAC
Tulsa,2023,AAC
Tulsa,2024,AAC
UAB,2010,CUSA
UAB,2011,CUSA
UAB,2012,CUSA
UAB,2013,CUSA
UAB,2014,CUSA
UAB,2015,CUSA
UAB,2016,CUSA
UAB,2017,CUSA
UAB,2018,CUSA
UAB,2019,CUSA
UAB,2020,CUSA
UAB,2021,CUSA
UAB,2022,CUSA
UAB,2023,CUSA
UAB,2024,CUSA
UC Davis,2010,Big West
UC Davis,2011,Big West
UC Davis,2012,Big West
UC Davis,2013,Big West
UC Davis,2014,Big West
UC Davis,2015,Big West
UC Davis,2016,Big West
UC Davis,2017,Big West
UC Davis,2018,Big West
UC Davis,2019,Big West
UC Davis,2020,Big West
UC Davis,2021,Big West
UC Davis,2022,Big West
UC Davis,2023,Big West
UC Davis,2024,Big West
UC Irvine,2010,Big West
UC Irvine,2011,Big West
UC Irvine,2012,Big West
UC Irvine,2013,Big West
UC Irvine,2014,Big West
UC Irvine,2015,Big West
UC Irvine,2016,Big West
UC Irvine,2017,Big West
UC Irvine,2018,Big West
UC Irvine,2019,Big West
UC Irvine,2020,Big West
UC Irvine,2021,Big West
UC Irvine,2022,Big West
UC Irvine,2023,Big West
UC Irvine,2024,Big West
UC Riverside,2010,Big West
UC Riverside,2011,Big West
UC Riverside,2012,Big West
UC Riverside,2013,Big West
UC Riverside,2014,Big West
UC Riverside,2015,Big West
UC Riverside,2016,Big West
UC Riverside,2017,Big West
UC Riverside,2018,Big West
UC Riverside,2019,Big West
UC Riverside,2020,Big West
UC Riverside,2021,Big West
UC Riverside,2022,Big West
UC Riverside,2023,Big West
UC Riverside,2024,Big West
UC San Diego,2010,Big West
UC San Diego,2011,Big West
UC San Diego,2012,Big West
UC San Diego,2013,Big West
UC San Diego,2014,Big West
UC San Diego,2015,Big West
UC San Diego,2016,Big West
UC San Diego,2017,Big West
UC San Diego,2018,Big West
UC San Diego,2019,Big West
UC San Diego,2020,Big West
UC San Diego,2021,Big West
UC San Diego,2022,Big West
UC San Diego,2023,Big West
UC San Diego,2024,Big West
UC Santa Barbara,2010,Big West
UC Santa Barbara,2011,Big West
UC Santa Barbara,2012,Big West
UC Santa Barbara,2013,Big West
UC Santa Barbara,2014,Big West
UC Santa Barbara,2015,Big West
UC Santa Barbara,2016,Big West
UC Santa Barbara,2017,Big West
UC Santa Barbara,2018,Big West
UC Santa Barbara,2019,Big West
UC Santa Barbara,2020,Big West
UC Santa Barbara,2021,Big West
UC Santa Barbara,2022,Big West
UC Santa Barbara,2023,Big West
UC Santa Barbara,2024,Big West
UCF,2010,CUSA
UCF,2011,CUSA
UCF,2012,CUSA
UCF,2013,AAC
UCF,2014,AAC
UCF,2015,AAC
UCF,2016,AAC
UCF,2017,AAC
UCF,2018,AAC
UCF,2019,AAC
UCF,2020,AAC
UCF,2021,AAC
UCF,2022,AAC
UCF,2023,Big 12
UCF,2024,Big 12
UCLA,2010,Pac-12
UCLA,2011,Pac-12
UCLA,2012,Pac-12
UCLA,2013,Pac-12
UCLA,2014,Pac-12
UCLA,2015,Pac-12
UCLA,2016,Pac-12
UCLA,2017,Pac-12
UCLA,2018,Pac-12
UCLA,2019,Pac-12
UCLA,2020,Pac-12
UCLA,2021,Pac-12
UCLA,2022,Pac-12
UCLA,2023,Pac-12
UCLA,2024,Big Ten
UIW,2010,Southland
UIW,2011,Southland
UIW,2012,Southland
UIW,2013,Southland
UIW,2014,Southland
UIW,2015,Southland
UIW,2016,Southland
UIW,2017,Southland
UIW,2018,Southland
UIW,2019,Southland
UIW,2020,Southland
UIW,2021,Southland
UIW,2022,Southland
UIW,2023,Southland
UIW,2024,Southland
UMBC,2010,America East
UMBC,2011,America East
UMBC,2012,America East
UMBC,2013,America East
UMBC,2014,America East
UMBC,2015,America East
UMBC,2016,America East
UMBC,2017,America East
UMBC,2018,America East
UMBC,2019,America East
UMBC,2020,America East
UMBC,2021,America East
UMBC,2022,America East
UMBC,2023,America East
UMBC,2024,America East
UMass Lowell,2010,America East
UMass Lowell,2011,America East
UMass Lowell,2012,America East
UMass Lowell,2013,America East
UMass Lowell,2014,America East
UMass Lowell,2015,America East
UMass Lowell,2016,America East
UMass Lowell,2017,America East
UMass Lowell,2018,America East
UMass Lowell,2019,America East
UMass Lowell,2020,America East
UMass Lowell,2021,America East
UMass Lowell,2022,America East
UMass Lowell,2023,America East
UMass Lowell,2024,America East
UNC Asheville,2010,Big South
UNC Asheville,2011,Big South
UNC Asheville,2012,Big South
UNC Asheville,2013,Big South
UNC Asheville,2014,Big South
UNC Asheville,2015,Big South
UNC Asheville,2016,Big South
UNC Asheville,2017,Big South
UNC Asheville,2018,Big South
UNC Asheville,2019,Big South
UNC Asheville,2020,Big South
UNC Asheville,2021,Big South
UNC Asheville,2022,Big South
UNC Asheville,2023,Big South
UNC Asheville,2024,Big South
UNC Greensboro,2010,Southern
UNC Greensboro,2011,Southern
UNC Greensboro,2012,Southern
UNC Greensboro,2013,Southern
UNC Greensboro,2014,Southern
UNC Greensboro,2015,Southern
UNC Greensboro,2016,Southern
UNC Greensboro,2017,Southern
UNC Greensboro,2018,Southern
UNC Greensboro,2019,Southern
UNC Greensboro,2020,Southern
UNC Greensboro,2021,Southern
UNC Greensboro,2022,Southern
UNC Greensboro,2023,Southern
UNC Greensboro,2024,Southern
UNCW,2010,CAA
UNCW,2011,CAA
UNCW,2012,CAA
UNCW,2013,CAA
UNCW,2014,CAA
UNCW,2015,CAA
UNCW,2016,CAA
UNCW,2017,CAA
UNCW,2018,CAA
UNCW,2019,CAA
UNCW,2020,CAA
UNCW,2021,CAA
UNCW,2022,CAA
UNCW,2023,CAA
UNCW,2024,CAA
UNLV,2010,Mountain West
UNLV,2011,Mountain West
UNLV,2012,Mountain West
UNLV,2013,Mountain West
UNLV,2014,Mountain West
UNLV,2015,Mountain West
UNLV,2016,Mountain West
UNLV,2017,Mountain West
UNLV,2018,Mountain West
UNLV,2019,Mountain West
UNLV,2020,Mountain West
UNLV,2021,Mountain West
UNLV,2022,Mountain West
UNLV,2023,Mountain West
UNLV,2024,Mountain West
USC,2010,Pac-12
USC,2011,Pac-12
USC,2012,Pac-12
USC,2013,Pac-12
USC,2014,Pac-12
USC,2015,Pac-12
USC,2016,Pac-12
USC,2017,Pac-12
USC,2018,Pac-12
USC,2019,Pac-12
USC,2020,Pac-12
USC,2021,Pac-12
USC,2022,Pac-12
USC,2023,Pac-12
USC,2024,Big Ten
UT Arlington,2010,Sun Belt
UT Arlington,2011,Sun Belt
UT Arlington,2012,Sun Belt
UT Arlington,2013,Sun Belt
UT Arlington,2014,Sun Belt
UT Arlington,2015,Sun Belt
UT Arlington,2016,Sun Belt
UT Arlington,2017,Sun Belt
UT Arlington,2018,Sun Belt
UT Arlington,2019,Sun Belt
UT Arlington,2020,Sun Belt
UT Arlington,2021,Sun Belt
UT Arlington,2022,Sun Belt
UT Arlington,2023,Sun Belt
UT Arlington,2024,Sun Belt
UT Martin,2010,Ohio Valley
UT Martin,2011,Ohio Valley
UT Martin,2012,Ohio Valley
UT Martin,2013,Ohio Valley
UT Martin,2014,Ohio Valley
UT Martin,2015,Ohio Valley
UT Martin,2016,Ohio Valley
UT Martin,2017,Ohio Valley
UT Martin,2018,Ohio Valley
UT Martin,2019,Ohio Valley
UT Martin,2020,Ohio Valley
UT Martin,2021,Ohio Valley
UT Martin,2022,Ohio Valley
UT Martin,2023,Ohio Valley
UT Martin,2024,Ohio Valley
UT Rio Grande Valley,2010,WAC
UT Rio Grande Valley,2011,WAC
UT Rio Grande Valley,2012,WAC
UT Rio Grande Valley,2013,WAC
UT Rio Grande Valley,2014,WAC
UT Rio Grande Valley,2015,WAC
UT Rio Grande Valley,2016,WAC
UT Rio Grande Valley,2017,WAC
UT Rio Grande Valley,2018,WAC
UT Rio Grande Valley,2019,WAC
UT Rio Grande Valley,2020,WAC
UT Rio Grande Valley,2021,WAC
UT Rio Grande Valley,2022,WAC
UT Rio Grande Valley,2023,WAC
UT Rio Grande Valley,2024,WAC
UTEP,2010,CUSA
UTEP,2011,CUSA
UTEP,2012,CUSA
UTEP,2013,CUSA
UTEP,2014,CUSA
UTEP,2015,CUSA
UTEP,2016,CUSA
UTEP,2017,CUSA
UTEP,2018,CUSA
UTEP,2019,CUSA
UTEP,2020,CUSA
UTEP,2021,CUSA
UTEP,2022,CUSA
UTEP,2023,CUSA
UTEP,2024,CUSA
UTSA,2010,CUSA
UTSA,2011,CUSA
UTSA,2012,CUSA
UTSA,2013,CUSA
UTSA,2014,CUSA
UTSA,2015,CUSA
UTSA,2016,CUSA
UTSA,2017,CUSA
UTSA,2018,CUSA
UTSA,2019,CUSA
UTSA,2020,CUSA
UTSA,2021,CUSA
UTSA,2022,CUSA
UTSA,2023,CUSA
UTSA,2024,CUSA
Utah,2010,Mountain West
Utah,2011,Pac-12
Utah,2012,Pac-12
Utah,2013,Pac-12
Utah,2014,Pac-12
Utah,2015,Pac-12
Utah,2016,Pac-12
Utah,2017,Pac-12
Utah,2018,Pac-12
Utah,2019,Pac-12
Utah,2020,Pac-12
Utah,2021,Pac-12
Utah,2022,Pac-12
Utah,2023,Pac-12
Utah,2024,Big 12
Utah State,2010,Mountain West
Utah State,2011,Mountain West
Utah State,2012,Mountain West
Utah State,2013,Mountain West
Utah State,2014,Mountain West
Utah State,2015,Mountain West
Utah State,2016,Mountain West
Utah State,2017,Mountain West
Utah State,2018,Mountain West
Utah State,2019,Mountain West
Utah State,2020,Mountain West
Utah State,2021,Mountain West
Utah State,2022,Mountain West
Utah State,2023,Mountain West
Utah State,2024,Mountain West
Utah Valley,2010,WAC
Utah Valley,2011,WAC
Utah Valley,2012,WAC
Utah Valley,2013,WAC
Utah Valley,2014,WAC
Utah Valley,2015,WAC
Utah Valley,2016,WAC
Utah Valley,2017,WAC
Utah Valley,2018,WAC
Utah Valley,2019,WAC
Utah Valley,2020,WAC
Utah Valley,2021,WAC
Utah Valley,2022,WAC
Utah Valley,2023,WAC
Utah Valley,2024,WAC
VCU,2010,Atlantic 10
VCU,2011,Atlantic 10
VCU,2012,Atlantic 10
VCU,2013,Atlantic 10
VCU,2014,Atlantic 10
VCU,2015,Atlantic 10
VCU,2016,Atlantic 10
VCU,2017,Atlantic 10
VCU,2018,Atlantic 10
VCU,2019,Atlantic 10
VCU,2020,Atlantic 10
VCU,2021,Atlantic 10
VCU,2022,Atlantic 10
VCU,2023,Atlantic 10
VCU,2024,Atlantic 10
VMI,2010,Southern
VMI,2011,Southern
VMI,2012,Southern
VMI,2013,Southern
VMI,2014,Southern
VMI,2015,Southern
VMI,2016,Southern
VMI,2017,Southern
VMI,2018,Southern
VMI,2019,Southern
VMI,2020,Southern
VMI,2021,Southern
VMI,2022,Southern
VMI,2023,Southern
VMI,2024,Southern
Valparaiso,2010,Missouri Valley
Valparaiso,2011,Missouri Valley
Valparaiso,2012,Missouri Valley
Valparaiso,2013,Missouri Valley
Valparaiso,2014,Missouri Valley
Valparaiso,2015,Missouri Valley
Valparaiso,2016,Missouri Valley
Valparaiso,2017,Missouri Valley
Valparaiso,2018,Missouri Valley
Valparaiso,2019,Missouri Valley
Valparaiso,2020,Missouri Valley
Valparaiso,2021,Missouri Valley
Valparaiso,2022,Missouri Valley
Valparaiso,2023,Missouri Valley
Valparaiso,2024,Missouri Valley
Vanderbilt,2010,SEC
Vanderbilt,2011,SEC
Vanderbilt,2012,SEC
Vanderbilt,2013,SEC
Vanderbilt,2014,SEC
Vanderbilt,2015,SEC
Vanderbilt,2016,SEC
Vanderbilt,2017,SEC
Vanderbilt,2018,SEC
Vanderbilt,2019,SEC
Vanderbilt,2020,SEC
Vanderbilt,2021,SEC
Vanderbilt,2022,SEC
Vanderbilt,2023,SEC
Vanderbilt,2024,SEC
Vermont,2010,America East
Vermont,2011,America East
Vermont,2012,America East
Vermont,2013,America East
Vermont,2014,America East
Vermont,2015,America East
Vermont,2016,America East
Vermont,2017,America East
Vermont,2018,America East
Vermont,2019,America East
Vermont,2020,America East
Vermont,2021,America East
Vermont,2022,America East
Vermont,2023,America East
Vermont,2024,America East
Villanova,2010,Big East
Villanova,2011,Big East
Villanova,2012,Big East
Villanova,2013,Big East
Villanova,2014,Big East
Villanova,2015,Big East
Villanova,2016,Big East
Villanova,2017,Big East
Villanova,2018,Big East
Villanova,2019,Big East
Villanova,2020,Big East
Villanova,2021,Big East
Villanova,2022,Big East
Villanova,2023,Big East
Villanova,2024,Big East
Virginia,2010,ACC
Virginia,2011,ACC
Virginia,2012,ACC
Virginia,2013,ACC
Virginia,2014,ACC
Virginia,2015,ACC
Virginia,2016,ACC
Virginia,2017,ACC
Virginia,2018,ACC
Virginia,2019,ACC
Virginia,2020,ACC
Virginia,2021,ACC
Virginia,2022,ACC
Virginia,2023,ACC
Virginia,2024,ACC
Virginia Tech,2010,ACC
Virginia Tech,2011,ACC
Virginia Tech,2012,ACC
Virginia Tech,2013,ACC
Virginia Tech,2014,ACC
Virginia Tech,2015,ACC
Virginia Tech,2016,ACC
Virginia Tech,2017,ACC
Virginia Tech,2018,ACC
Virginia Tech,2019,ACC
Virginia Tech,2020,ACC
Virginia Tech,2021,ACC
Virginia Tech,2022,ACC
Virginia Tech,2023,ACC
Virginia Tech,2024,ACC
Wagner,2010,NEC
Wagner,2011,NEC
Wagner,2012,NEC
Wagner,2013,NEC
Wagner,2014,NEC
Wagner,2015,NEC
Wagner,2016,NEC
Wagner,2017,NEC
Wagner,2018,NEC
Wagner,2019,NEC
Wagner,2020,NEC
Wagner,2021,NEC
Wagner,2022,NEC
Wagner,2023,NEC
Wagner,2024,NEC
Wake Forest,2010,ACC
Wake Forest,2011,ACC
Wake Forest,2012,ACC
Wake Forest,2013,ACC
Wake Forest,2014,ACC
Wake Forest,2015,ACC
Wake Forest,2016,ACC
Wake Forest,2017,ACC
Wake Forest,2018,ACC
Wake Forest,2019,ACC
Wake Forest,2020,ACC
Wake Forest,2021,ACC
Wake Forest,2022,ACC
Wake Forest,2023,ACC
Wake Forest,2024,ACC
Washington,2010,Pac-12
